id,name,age,city,score
10573,user_10573,58,incheon,36
10574,user_10574,52,busan,18
10575,user_10575,45,seoul,43
10576,user_10576,33,busan,16
10577,user_10577,58,incheon,68
10578,user_10578,69,busan,2
10579,user_10579,20,seoul,47
10580,user_10580,35,seoul,14
10581,user_10581,61,seoul,43
10582,user_10582,49,seoul,38
10583,user_10583,41,seoul,10
10584,user_10584,31,daegu,13
10585,user_10585,24,seoul,66
10586,user_10586,62,seoul,54
10587,user_10587,28,daegu,100
10588,user_10588,31,daejeon,21
10589,user_10589,33,seoul,85
10590,user_10590,42,busan,13
10591,user_10591,33,daejeon,57
10592,user_10592,65,daegu,63
10593,user_10593,39,seoul,93
10594,user_10594,35,incheon,90
10595,user_10595,65,daegu,80
10596,user_10596,31,daejeon,25
10597,user_10597,55,daejeon,24
10598,user_10598,22,incheon,96
10599,user_10599,19,daejeon,46
10600,user_10600,49,seoul,39
10601,user_10601,18,daegu,52
10602,user_10602,20,daegu,70
10603,user_10603,30,seoul,23
10604,user_10604,32,seoul,16
10605,user_10605,34,daegu,65
10606,user_10606,56,daejeon,31
10607,user_10607,27,busan,0
10608,user_10608,25,seoul,63
10609,user_10609,52,incheon,85
10610,user_10610,41,busan,36
10611,user_10611,47,daegu,2
10612,user_10612,53,daegu,48
10613,user_10613,48,daejeon,19
10614,user_10614,42,seoul,43
10615,user_10615,27,busan,59
10616,user_10616,35,daejeon,15
10617,user_10617,51,daegu,5
10618,user_10618,54,busan,91
10619,user_10619,56,incheon,29
10620,user_10620,24,busan,41
10621,user_10621,31,daegu,59
10622,user_10622,62,busan,20
10623,user_10623,33,incheon,91
10624,user_10624,49,daejeon,6
10625,user_10625,44,daegu,16
10626,user_10626,62,incheon,71
10627,user_10627,61,incheon,86
10628,user_10628,33,daegu,99
10629,user_10629,21,seoul,14
10630,user_10630,20,daegu,74
10631,user_10631,64,busan,96
10632,user_10632,65,busan,52
10633,user_10633,59,seoul,38
10634,user_10634,48,seoul,63
10635,user_10635,31,busan,76
10636,user_10636,44,incheon,92
10637,user_10637,64,daejeon,0
10638,user_10638,45,busan,85
10639,user_10639,48,daegu,1
10640,user_10640,40,incheon,56
10641,user_10641,42,busan,16
10642,user_10642,55,daegu,1
10643,user_10643,61,daejeon,10
10644,user_10644,55,daegu,46
10645,user_10645,43,daegu,68
10646,user_10646,49,busan,48
10647,user_10647,20,daegu,18
10648,user_10648,39,daejeon,1
10649,user_10649,61,daejeon,21
10650,user_10650,18,incheon,59
10651,user_10651,21,seoul,16
10652,user_10652,44,daegu,37
10653,user_10653,64,seoul,2
10654,user_10654,20,seoul,64
10655,user_10655,60,incheon,89
10656,user_10656,47,seoul,50
10657,user_10657,52,daegu,2
10658,user_10658,55,incheon,56
10659,user_10659,42,busan,1
10660,user_10660,42,busan,97
10661,user_10661,68,daegu,55
10662,user_10662,58,seoul,30
10663,user_10663,48,incheon,29
10664,user_10664,28,daejeon,100
10665,user_10665,44,daejeon,90
10666,user_10666,51,daejeon,51
10667,user_10667,56,daegu,71
10668,user_10668,34,busan,84
10669,user_10669,32,daejeon,74
10670,user_10670,38,seoul,46
10671,user_10671,43,incheon,36
10672,user_10672,39,busan,50
10673,user_10673,26,incheon,11
10674,user_10674,24,daegu,20
10675,user_10675,61,incheon,0
10676,user_10676,39,daejeon,45
10677,user_10677,59,daegu,90
10678,user_10678,32,busan,44
10679,user_10679,18,incheon,89
10680,user_10680,61,daejeon,25
10681,user_10681,57,daejeon,97
10682,user_10682,40,daegu,10
10683,user_10683,28,incheon,57
10684,user_10684,59,incheon,92
10685,user_10685,24,busan,1
10686,user_10686,20,daegu,77
10687,user_10687,39,busan,70
10688,user_10688,30,daejeon,6
10689,user_10689,20,daejeon,74
10690,user_10690,52,seoul,62
10691,user_10691,55,daejeon,59
10692,user_10692,56,incheon,87
10693,user_10693,40,busan,15
10694,user_10694,25,daegu,24
10695,user_10695,58,daegu,21
10696,user_10696,37,busan,54
10697,user_10697,39,seoul,89
10698,user_10698,38,busan,28
10699,user_10699,27,busan,64
10700,user_10700,30,daejeon,81
10701,user_10701,40,daegu,24
10702,user_10702,30,seoul,50
10703,user_10703,65,daegu,70
10704,user_10704,34,busan,95
10705,user_10705,26,busan,2
10706,user_10706,34,busan,28
10707,user_10707,52,incheon,41
10708,user_10708,49,daegu,50
10709,user_10709,32,daejeon,21
10710,user_10710,21,busan,64
10711,user_10711,62,busan,15
10712,user_10712,64,incheon,3
10713,user_10713,31,daegu,88
10714,user_10714,49,daejeon,88
10715,user_10715,56,incheon,92
10716,user_10716,60,daegu,10
10717,user_10717,34,daegu,18
10718,user_10718,47,seoul,90
10719,user_10719,46,seoul,23
10720,user_10720,37,daejeon,75
10721,user_10721,39,seoul,41
10722,user_10722,62,daegu,80
10723,user_10723,38,seoul,100
10724,user_10724,68,daegu,89
10725,user_10725,42,incheon,44
10726,user_10726,51,seoul,13
10727,user_10727,66,incheon,31
10728,user_10728,46,busan,10
10729,user_10729,51,seoul,46
10730,user_10730,49,seoul,55
10731,user_10731,41,incheon,52
10732,user_10732,27,daejeon,57
10733,user_10733,51,busan,0
10734,user_10734,20,seoul,82
10735,user_10735,60,incheon,51
10736,user_10736,44,seoul,1
10737,user_10737,34,incheon,60
10738,user_10738,23,busan,79
10739,user_10739,20,daejeon,30
10740,user_10740,51,busan,70
10741,user_10741,60,incheon,27
10742,user_10742,20,daegu,68
10743,user_10743,55,seoul,85
10744,user_10744,32,daegu,2
10745,user_10745,45,busan,73
10746,user_10746,38,daejeon,16
10747,user_10747,61,daejeon,90
10748,user_10748,45,incheon,95
10749,user_10749,23,incheon,7
10750,user_10750,41,daegu,38
10751,user_10751,21,incheon,4
10752,user_10752,50,incheon,86
10753,user_10753,58,seoul,47
10754,user_10754,19,seoul,53
10755,user_10755,20,incheon,5
10756,user_10756,31,seoul,91
10757,user_10757,57,daejeon,13
10758,user_10758,67,incheon,14
10759,user_10759,60,busan,98
10760,user_10760,28,daegu,84
10761,user_10761,65,incheon,72
10762,user_10762,25,busan,87
10763,user_10763,60,daejeon,44
10764,user_10764,26,busan,28
10765,user_10765,48,incheon,10
10766,user_10766,28,busan,34
10767,user_10767,48,daejeon,51
10768,user_10768,37,daegu,63
10769,user_10769,52,seoul,65
10770,user_10770,62,incheon,1
10771,user_10771,51,incheon,99
10772,user_10772,40,seoul,77
10773,user_10773,19,seoul,20
10774,user_10774,26,busan,25
10775,user_10775,54,incheon,73
10776,user_10776,62,daejeon,14
10777,user_10777,25,incheon,26
10778,user_10778,45,incheon,92
10779,user_10779,53,incheon,24
10780,user_10780,45,incheon,37
10781,user_10781,49,incheon,59
10782,user_10782,28,daegu,74
10783,user_10783,36,incheon,45
10784,user_10784,55,daejeon,80
10785,user_10785,61,busan,75
10786,user_10786,30,busan,94
10787,user_10787,61,incheon,28
10788,user_10788,29,busan,11
10789,user_10789,32,busan,30
10790,user_10790,54,seoul,39
10791,user_10791,24,busan,63
10792,user_10792,34,daegu,14
10793,user_10793,47,daegu,22
10794,user_10794,44,daejeon,65
10795,user_10795,56,incheon,85
10796,user_10796,64,daejeon,59
10797,user_10797,18,busan,99
10798,user_10798,57,daegu,92
10799,user_10799,42,daegu,36
10800,user_10800,19,seoul,69
10801,user_10801,27,daegu,52
10802,user_10802,39,daegu,31
10803,user_10803,39,seoul,49
10804,user_10804,23,daejeon,44
10805,user_10805,60,busan,21
10806,user_10806,23,daegu,45
10807,user_10807,18,incheon,58
10808,user_10808,39,daegu,61
10809,user_10809,69,incheon,74
10810,user_10810,25,daejeon,99
10811,user_10811,28,daejeon,4
10812,user_10812,52,daegu,69
10813,user_10813,41,incheon,78
10814,user_10814,57,busan,2
10815,user_10815,62,incheon,25
10816,user_10816,37,incheon,62
10817,user_10817,25,incheon,76
10818,user_10818,56,busan,55
10819,user_10819,58,seoul,70
10820,user_10820,49,seoul,10
10821,user_10821,59,incheon,93
10822,user_10822,25,incheon,15
10823,user_10823,62,incheon,14
10824,user_10824,68,daejeon,42
10825,user_10825,28,daegu,89
10826,user_10826,55,daegu,96
10827,user_10827,20,daejeon,25
10828,user_10828,36,daejeon,85
10829,user_10829,42,daejeon,62
10830,user_10830,43,daejeon,18
10831,user_10831,52,incheon,10
10832,user_10832,54,busan,74
10833,user_10833,23,busan,1
10834,user_10834,24,seoul,7
10835,user_10835,50,busan,100
10836,user_10836,68,incheon,46
10837,user_10837,28,busan,8
10838,user_10838,53,daegu,91
10839,user_10839,19,incheon,86
10840,user_10840,55,busan,95
10841,user_10841,37,incheon,69
10842,user_10842,53,daegu,87
10843,user_10843,42,busan,43
10844,user_10844,51,daejeon,29
10845,user_10845,55,seoul,16
10846,user_10846,38,incheon,78
10847,user_10847,51,incheon,74
10848,user_10848,21,daejeon,49
10849,user_10849,55,incheon,26
10850,user_10850,29,incheon,99
10851,user_10851,45,busan,66
10852,user_10852,54,seoul,42
10853,user_10853,36,daejeon,57
10854,user_10854,55,daejeon,41
10855,user_10855,51,busan,67
10856,user_10856,30,daegu,57
10857,user_10857,25,incheon,74
10858,user_10858,52,daejeon,67
10859,user_10859,30,busan,6
10860,user_10860,49,daejeon,98
10861,user_10861,61,seoul,20
10862,user_10862,19,seoul,57
10863,user_10863,51,seoul,94
10864,user_10864,32,daejeon,56
10865,user_10865,65,busan,72
10866,user_10866,34,incheon,73
10867,user_10867,57,incheon,98
10868,user_10868,48,incheon,20
10869,user_10869,53,seoul,2
10870,user_10870,56,incheon,4
10871,user_10871,46,busan,14
10872,user_10872,62,incheon,1
10873,user_10873,44,busan,98
10874,user_10874,69,daegu,42
10875,user_10875,42,incheon,7
10876,user_10876,46,daejeon,59
10877,user_10877,62,daejeon,63
10878,user_10878,53,daejeon,51
10879,user_10879,55,daejeon,49
10880,user_10880,40,busan,99
10881,user_10881,67,seoul,69
10882,user_10882,56,daejeon,95
10883,user_10883,32,incheon,3
10884,user_10884,32,daegu,99
10885,user_10885,30,busan,51
10886,user_10886,38,busan,50
10887,user_10887,19,seoul,59
10888,user_10888,22,incheon,61
10889,user_10889,23,incheon,90
10890,user_10890,56,incheon,47
10891,user_10891,43,daejeon,51
10892,user_10892,63,incheon,10
10893,user_10893,22,incheon,18
10894,user_10894,19,incheon,27
10895,user_10895,26,seoul,89
10896,user_10896,63,daegu,51
10897,user_10897,63,daejeon,29
10898,user_10898,34,daejeon,3
10899,user_10899,33,busan,73
10900,user_10900,31,incheon,24
10901,user_10901,22,seoul,83
10902,user_10902,58,daegu,76
10903,user_10903,34,daegu,43
10904,user_10904,68,incheon,2
10905,user_10905,30,busan,39
10906,user_10906,55,daejeon,91
10907,user_10907,51,busan,28
10908,user_10908,64,daegu,76
10909,user_10909,31,incheon,4
10910,user_10910,40,daejeon,72
10911,user_10911,55,daegu,56
10912,user_10912,26,daejeon,94
10913,user_10913,63,daegu,60
10914,user_10914,24,daejeon,34
10915,user_10915,57,busan,19
10916,user_10916,23,daegu,20
10917,user_10917,55,seoul,50
10918,user_10918,24,daejeon,68
10919,user_10919,21,seoul,86
10920,user_10920,65,daegu,44
10921,user_10921,63,seoul,84
10922,user_10922,54,busan,3
10923,user_10923,39,busan,71
10924,user_10924,33,incheon,13
10925,user_10925,37,daejeon,84
10926,user_10926,66,busan,24
10927,user_10927,64,daejeon,39
10928,user_10928,67,daegu,56
10929,user_10929,51,seoul,42
10930,user_10930,35,daegu,63
10931,user_10931,69,daejeon,10
10932,user_10932,52,busan,59
10933,user_10933,21,incheon,18
10934,user_10934,31,busan,80
10935,user_10935,53,incheon,37
10936,user_10936,38,seoul,75
10937,user_10937,55,busan,21
10938,user_10938,48,incheon,56
10939,user_10939,24,busan,64
10940,user_10940,43,daejeon,24
10941,user_10941,25,busan,12
10942,user_10942,23,seoul,5
10943,user_10943,26,seoul,17
10944,user_10944,27,seoul,35
10945,user_10945,44,daejeon,58
10946,user_10946,62,busan,14
10947,user_10947,62,seoul,35
10948,user_10948,63,busan,34
10949,user_10949,63,busan,87
10950,user_10950,63,daejeon,42
10951,user_10951,30,incheon,40
10952,user_10952,52,seoul,63
10953,user_10953,52,seoul,47
10954,user_10954,32,daegu,51
10955,user_10955,56,daegu,33
10956,user_10956,49,daejeon,32
10957,user_10957,52,incheon,28
10958,user_10958,25,daegu,64
10959,user_10959,56,daejeon,21
10960,user_10960,50,seoul,13
10961,user_10961,48,seoul,0
10962,user_10962,40,seoul,52
10963,user_10963,37,busan,71
10964,user_10964,52,incheon,87
10965,user_10965,51,busan,34
10966,user_10966,38,daegu,86
10967,user_10967,25,seoul,8
10968,user_10968,20,daegu,74
10969,user_10969,31,seoul,63
10970,user_10970,62,daegu,44
10971,user_10971,26,busan,74
10972,user_10972,54,seoul,64
10973,user_10973,45,seoul,62
10974,user_10974,48,busan,1
10975,user_10975,36,daegu,75
10976,user_10976,66,daegu,49
10977,user_10977,43,daejeon,10
10978,user_10978,55,daejeon,4
10979,user_10979,43,daegu,96
10980,user_10980,50,busan,7
10981,user_10981,64,daegu,90
10982,user_10982,18,daejeon,23
10983,user_10983,52,daejeon,68
10984,user_10984,48,daegu,100
10985,user_10985,65,busan,94
10986,user_10986,55,busan,58
10987,user_10987,22,daegu,25
10988,user_10988,23,seoul,71
10989,user_10989,59,seoul,46
10990,user_10990,29,daejeon,59
10991,user_10991,44,incheon,84
10992,user_10992,32,daejeon,24
10993,user_10993,29,seoul,14
10994,user_10994,28,seoul,93
10995,user_10995,39,busan,2
10996,user_10996,20,daegu,9
10997,user_10997,43,daegu,1
10998,user_10998,53,incheon,48
10999,user_10999,21,seoul,25
11000,user_11000,37,seoul,90
11001,user_11001,59,seoul,4
11002,user_11002,20,daegu,53
11003,user_11003,43,incheon,86
11004,user_11004,38,daejeon,98
11005,user_11005,40,incheon,67
11006,user_11006,63,daejeon,73
11007,user_11007,68,daegu,6
11008,user_11008,23,seoul,58
11009,user_11009,46,busan,54
11010,user_11010,37,daegu,31
11011,user_11011,34,daejeon,27
11012,user_11012,44,daegu,21
11013,user_11013,43,daegu,2
11014,user_11014,18,daejeon,19
11015,user_11015,35,incheon,95
11016,user_11016,39,daegu,97
11017,user_11017,55,daejeon,21
11018,user_11018,35,incheon,57
11019,user_11019,44,seoul,0
11020,user_11020,64,daejeon,44
11021,user_11021,46,daejeon,12
11022,user_11022,24,busan,15
11023,user_11023,48,seoul,28
11024,user_11024,42,incheon,33
11025,user_11025,65,daegu,94
11026,user_11026,29,busan,26
11027,user_11027,63,busan,100
11028,user_11028,40,daejeon,25
11029,user_11029,40,daegu,81
11030,user_11030,64,daejeon,20
11031,user_11031,43,daegu,63
11032,user_11032,20,busan,80
11033,user_11033,51,seoul,91
11034,user_11034,37,busan,52
11035,user_11035,66,daegu,66
11036,user_11036,30,incheon,16
11037,user_11037,18,daejeon,54
11038,user_11038,41,seoul,29
11039,user_11039,18,busan,50
11040,user_11040,21,daegu,71
11041,user_11041,61,daegu,35
11042,user_11042,63,daejeon,40
11043,user_11043,43,incheon,52
11044,user_11044,52,incheon,56
11045,user_11045,33,daejeon,36
11046,user_11046,40,busan,91
11047,user_11047,39,seoul,59
11048,user_11048,62,seoul,9
11049,user_11049,18,busan,24
11050,user_11050,21,daegu,30
11051,user_11051,38,daejeon,87
11052,user_11052,25,daegu,67
11053,user_11053,51,busan,49
11054,user_11054,45,incheon,73
11055,user_11055,65,daegu,25
11056,user_11056,35,daejeon,97
11057,user_11057,56,incheon,24
11058,user_11058,67,seoul,38
11059,user_11059,47,busan,52
11060,user_11060,23,busan,70
11061,user_11061,50,incheon,8
11062,user_11062,44,busan,98
11063,user_11063,36,daejeon,97
11064,user_11064,54,daegu,83
11065,user_11065,29,daejeon,99
11066,user_11066,46,daegu,49
11067,user_11067,44,busan,23
11068,user_11068,40,daegu,77
11069,user_11069,62,seoul,99
11070,user_11070,57,seoul,58
11071,user_11071,37,incheon,11
11072,user_11072,32,incheon,52
11073,user_11073,18,seoul,37
11074,user_11074,44,daejeon,97
11075,user_11075,35,daejeon,51
11076,user_11076,51,incheon,66
11077,user_11077,56,seoul,51
11078,user_11078,58,busan,90
11079,user_11079,51,busan,29
11080,user_11080,33,daegu,65
11081,user_11081,25,daejeon,37
11082,user_11082,40,incheon,46
11083,user_11083,55,busan,29
11084,user_11084,64,seoul,73
11085,user_11085,22,daegu,2
11086,user_11086,34,daegu,40
11087,user_11087,33,incheon,12
11088,user_11088,62,daejeon,36
11089,user_11089,52,incheon,25
11090,user_11090,43,seoul,16
11091,user_11091,53,daejeon,74
11092,user_11092,55,seoul,12
11093,user_11093,49,incheon,100
11094,user_11094,22,busan,32
11095,user_11095,25,busan,33
11096,user_11096,42,incheon,67
11097,user_11097,31,daegu,47
11098,user_11098,43,busan,67
11099,user_11099,35,seoul,29
11100,user_11100,49,seoul,22
11101,user_11101,67,incheon,36
11102,user_11102,59,incheon,80
11103,user_11103,22,seoul,15
11104,user_11104,45,incheon,63
11105,user_11105,59,incheon,78
11106,user_11106,40,busan,85
11107,user_11107,64,busan,26
11108,user_11108,26,daegu,13
11109,user_11109,37,daegu,24
11110,user_11110,61,seoul,76
11111,user_11111,38,daegu,4
11112,user_11112,46,daegu,61
11113,user_11113,51,busan,28
11114,user_11114,58,daejeon,8
11115,user_11115,47,seoul,59
11116,user_11116,26,seoul,71
11117,user_11117,26,daejeon,92
11118,user_11118,39,daejeon,61
11119,user_11119,23,busan,71
11120,user_11120,68,daegu,41
11121,user_11121,37,busan,76
11122,user_11122,41,seoul,55
11123,user_11123,31,daejeon,65
11124,user_11124,43,seoul,14
11125,user_11125,35,seoul,0
11126,user_11126,20,busan,92
11127,user_11127,25,daegu,97
11128,user_11128,66,daejeon,67
11129,user_11129,59,busan,20
11130,user_11130,24,incheon,54
11131,user_11131,55,daegu,31
11132,user_11132,50,seoul,53
11133,user_11133,42,incheon,14
11134,user_11134,51,incheon,21
11135,user_11135,41,busan,86
11136,user_11136,23,busan,64
11137,user_11137,47,incheon,68
11138,user_11138,44,busan,93
11139,user_11139,31,daejeon,28
11140,user_11140,44,busan,40
11141,user_11141,35,daejeon,10
11142,user_11142,24,daegu,12
11143,user_11143,26,daejeon,27
11144,user_11144,53,daejeon,49
11145,user_11145,24,daejeon,71
11146,user_11146,22,busan,69
11147,user_11147,37,daejeon,82
11148,user_11148,32,busan,90
11149,user_11149,21,daegu,4
11150,user_11150,49,seoul,58
11151,user_11151,38,daejeon,61
11152,user_11152,38,incheon,0
11153,user_11153,46,seoul,57
11154,user_11154,59,daejeon,43
11155,user_11155,69,daegu,31
11156,user_11156,32,daegu,24
11157,user_11157,19,incheon,25
11158,user_11158,32,daejeon,90
11159,user_11159,60,busan,60
11160,user_11160,55,daegu,4
11161,user_11161,63,seoul,70
11162,user_11162,44,daejeon,56
11163,user_11163,48,busan,26
11164,user_11164,49,incheon,75
11165,user_11165,36,busan,52
11166,user_11166,24,incheon,37
11167,user_11167,24,daejeon,42
11168,user_11168,33,busan,12
11169,user_11169,23,daegu,66
11170,user_11170,21,busan,55
11171,user_11171,35,seoul,6
11172,user_11172,46,daejeon,84
11173,user_11173,40,daegu,76
11174,user_11174,23,daejeon,85
11175,user_11175,51,seoul,94
11176,user_11176,56,seoul,11
11177,user_11177,59,daejeon,78
11178,user_11178,49,busan,76
11179,user_11179,52,seoul,41
11180,user_11180,38,busan,26
11181,user_11181,47,busan,86
11182,user_11182,46,incheon,43
11183,user_11183,34,busan,87
11184,user_11184,61,busan,33
11185,user_11185,34,incheon,11
11186,user_11186,32,daegu,90
11187,user_11187,53,incheon,76
11188,user_11188,37,daegu,47
11189,user_11189,34,incheon,75
11190,user_11190,69,daegu,60
11191,user_11191,18,seoul,32
11192,user_11192,38,seoul,57
11193,user_11193,33,incheon,70
11194,user_11194,60,incheon,47
11195,user_11195,69,incheon,96
11196,user_11196,66,daejeon,71
11197,user_11197,24,daejeon,69
11198,user_11198,59,daejeon,60
11199,user_11199,39,seoul,54
11200,user_11200,22,daegu,23
11201,user_11201,20,daejeon,64
11202,user_11202,24,busan,79
11203,user_11203,30,busan,68
11204,user_11204,48,incheon,16
11205,user_11205,61,daegu,100
11206,user_11206,36,seoul,42
11207,user_11207,57,daejeon,50
11208,user_11208,35,busan,62
11209,user_11209,32,daejeon,62
11210,user_11210,53,seoul,74
11211,user_11211,58,busan,63
11212,user_11212,43,incheon,26
11213,user_11213,68,incheon,67
11214,user_11214,54,busan,60
11215,user_11215,26,busan,63
11216,user_11216,27,busan,23
11217,user_11217,65,incheon,98
11218,user_11218,42,busan,11
11219,user_11219,18,daegu,88
11220,user_11220,58,busan,22
11221,user_11221,51,daegu,43
11222,user_11222,68,seoul,30
11223,user_11223,64,daejeon,32
11224,user_11224,28,busan,65
11225,user_11225,36,busan,2
11226,user_11226,42,incheon,44
11227,user_11227,56,daegu,96
11228,user_11228,31,seoul,52
11229,user_11229,36,daegu,76
11230,user_11230,41,daegu,39
11231,user_11231,27,busan,67
11232,user_11232,26,seoul,60
11233,user_11233,45,busan,3
11234,user_11234,29,daejeon,76
11235,user_11235,34,seoul,93
11236,user_11236,27,daejeon,44
11237,user_11237,46,incheon,74
11238,user_11238,36,incheon,58
11239,user_11239,21,incheon,24
11240,user_11240,26,busan,60
11241,user_11241,25,seoul,79
11242,user_11242,34,busan,80
11243,user_11243,23,daegu,15
11244,user_11244,55,busan,85
11245,user_11245,30,daejeon,67
11246,user_11246,45,daegu,40
11247,user_11247,22,daejeon,19
11248,user_11248,68,daegu,44
11249,user_11249,39,incheon,35
11250,user_11250,69,incheon,21
11251,user_11251,26,daejeon,22
11252,user_11252,64,incheon,82
11253,user_11253,20,seoul,71
11254,user_11254,68,daegu,61
11255,user_11255,28,daejeon,85
11256,user_11256,19,daegu,3
11257,user_11257,37,incheon,83
11258,user_11258,25,seoul,43
11259,user_11259,34,incheon,83
11260,user_11260,35,daejeon,3
11261,user_11261,20,daejeon,93
11262,user_11262,50,daegu,17
11263,user_11263,35,seoul,88
11264,user_11264,59,seoul,26
11265,user_11265,51,seoul,95
11266,user_11266,38,busan,4
11267,user_11267,53,seoul,43
11268,user_11268,35,daejeon,7
11269,user_11269,36,seoul,43
11270,user_11270,45,daejeon,71
11271,user_11271,49,incheon,70
11272,user_11272,36,daegu,64
11273,user_11273,53,daejeon,12
11274,user_11274,61,daegu,68
11275,user_11275,61,incheon,27
11276,user_11276,67,busan,52
11277,user_11277,34,incheon,18
11278,user_11278,69,seoul,60
11279,user_11279,24,daejeon,18
11280,user_11280,22,busan,28
11281,user_11281,24,incheon,57
11282,user_11282,39,daegu,27
11283,user_11283,33,daegu,70
11284,user_11284,43,daegu,41
11285,user_11285,46,busan,28
11286,user_11286,65,daegu,42
11287,user_11287,45,seoul,0
11288,user_11288,25,daegu,93
11289,user_11289,46,incheon,45
11290,user_11290,38,busan,58
11291,user_11291,46,busan,57
11292,user_11292,53,daegu,33
11293,user_11293,23,busan,46
11294,user_11294,40,daegu,48
11295,user_11295,54,daegu,44
11296,user_11296,55,incheon,91
11297,user_11297,42,incheon,35
11298,user_11298,52,incheon,84
11299,user_11299,22,seoul,77
11300,user_11300,68,daegu,72
11301,user_11301,65,seoul,67
11302,user_11302,51,seoul,63
11303,user_11303,67,seoul,51
11304,user_11304,28,incheon,54
11305,user_11305,28,busan,11
11306,user_11306,60,daegu,53
11307,user_11307,54,incheon,33
11308,user_11308,44,incheon,85
11309,user_11309,53,daejeon,30
11310,user_11310,28,seoul,17
11311,user_11311,38,daegu,37
11312,user_11312,52,daejeon,76
11313,user_11313,56,busan,35
11314,user_11314,22,daejeon,51
11315,user_11315,57,busan,11
11316,user_11316,62,daejeon,76
11317,user_11317,36,daegu,88
11318,user_11318,64,busan,12
11319,user_11319,60,daejeon,75
11320,user_11320,59,incheon,56
11321,user_11321,37,daejeon,80
11322,user_11322,31,seoul,93
11323,user_11323,36,daegu,89
11324,user_11324,45,busan,65
11325,user_11325,67,daegu,17
11326,user_11326,27,daegu,39
11327,user_11327,31,daejeon,81
11328,user_11328,62,busan,16
11329,user_11329,46,busan,26
11330,user_11330,59,incheon,82
11331,user_11331,22,incheon,28
11332,user_11332,48,daegu,96
11333,user_11333,49,busan,74
11334,user_11334,28,daejeon,58
11335,user_11335,31,seoul,59
11336,user_11336,49,incheon,39
11337,user_11337,34,incheon,86
11338,user_11338,51,seoul,31
11339,user_11339,59,seoul,80
11340,user_11340,63,daejeon,30
11341,user_11341,42,daegu,39
11342,user_11342,41,seoul,43
11343,user_11343,52,busan,34
11344,user_11344,35,daejeon,99
11345,user_11345,23,seoul,69
11346,user_11346,47,seoul,69
11347,user_11347,48,incheon,97
11348,user_11348,63,incheon,48
11349,user_11349,40,daejeon,19
11350,user_11350,42,incheon,41
11351,user_11351,61,busan,44
11352,user_11352,66,incheon,67
11353,user_11353,22,daejeon,7
11354,user_11354,28,daegu,0
11355,user_11355,63,daejeon,95
11356,user_11356,34,seoul,69
11357,user_11357,42,daejeon,1
11358,user_11358,20,seoul,13
11359,user_11359,51,seoul,74
11360,user_11360,31,daejeon,57
11361,user_11361,27,busan,22
11362,user_11362,58,daejeon,72
11363,user_11363,35,daegu,66
11364,user_11364,59,daejeon,3
11365,user_11365,45,daejeon,60
11366,user_11366,24,busan,63
11367,user_11367,19,busan,81
11368,user_11368,21,daegu,3
11369,user_11369,62,seoul,38
11370,user_11370,26,daejeon,84
11371,user_11371,19,daegu,5
11372,user_11372,69,incheon,40
11373,user_11373,64,incheon,91
11374,user_11374,27,daegu,14
11375,user_11375,23,daejeon,8
11376,user_11376,56,daegu,48
11377,user_11377,51,seoul,80
11378,user_11378,18,busan,33
11379,user_11379,60,daegu,74
11380,user_11380,21,daegu,13
11381,user_11381,63,busan,2
11382,user_11382,52,incheon,34
11383,user_11383,64,busan,35
11384,user_11384,68,daejeon,48
11385,user_11385,41,daegu,43
11386,user_11386,18,daegu,22
11387,user_11387,56,daejeon,83
11388,user_11388,40,daejeon,68
11389,user_11389,21,incheon,29
11390,user_11390,65,daejeon,76
11391,user_11391,51,daegu,21
11392,user_11392,35,daejeon,37
11393,user_11393,47,daejeon,51
11394,user_11394,64,daejeon,55
11395,user_11395,22,busan,52
11396,user_11396,56,incheon,74
11397,user_11397,67,busan,38
11398,user_11398,40,daegu,67
11399,user_11399,69,daegu,18
11400,user_11400,37,daegu,77
11401,user_11401,37,seoul,34
11402,user_11402,64,daegu,98
11403,user_11403,26,incheon,23
11404,user_11404,63,daejeon,6
11405,user_11405,49,daegu,79
11406,user_11406,42,daegu,4
11407,user_11407,51,busan,29
11408,user_11408,59,daegu,67
11409,user_11409,49,incheon,53
11410,user_11410,21,daegu,28
11411,user_11411,47,daegu,40
11412,user_11412,52,daejeon,94
11413,user_11413,52,incheon,38
11414,user_11414,25,daejeon,68
11415,user_11415,59,busan,34
11416,user_11416,40,incheon,17
11417,user_11417,52,daejeon,46
11418,user_11418,46,incheon,60
11419,user_11419,53,seoul,82
11420,user_11420,64,daejeon,29
11421,user_11421,41,daejeon,89
11422,user_11422,19,daegu,26
11423,user_11423,62,daegu,93
11424,user_11424,51,incheon,2
11425,user_11425,63,incheon,7
11426,user_11426,64,seoul,71
11427,user_11427,67,busan,40
11428,user_11428,51,seoul,65
11429,user_11429,39,incheon,30
11430,user_11430,40,seoul,79
11431,user_11431,30,busan,62
11432,user_11432,64,incheon,90
11433,user_11433,48,seoul,72
11434,user_11434,30,busan,10
11435,user_11435,26,daejeon,40
11436,user_11436,53,busan,18
11437,user_11437,48,daejeon,89
11438,user_11438,56,busan,16
11439,user_11439,42,busan,42
11440,user_11440,39,daejeon,84
11441,user_11441,29,incheon,70
11442,user_11442,40,daegu,45
11443,user_11443,37,incheon,81
11444,user_11444,26,seoul,80
11445,user_11445,32,daejeon,43
11446,user_11446,47,seoul,80
